NGC4245,184.403259,29.608002,0,0,0,884,12.4,-22.17,0.09,0.1,1.44,276.63895912
NGC4258,184.740082,47.303719,1,31,0,448,7.1,-23.79,0.07,4.0,2.11,481.025584419
NGC4260,184.842697,6.098803,0,1,0,1958,37.7,-24.35,0.10,0.9,1.53,91.165540069
NGC4266,184.926315,5.538200,0,0,1,1536,16.5,-21.64,0.10,1.0,1.27,208.093755535
NGC4274,184.961105,29.614700,0,0,0,930,14.5,-23.78,0.10,1.7,1.75,236.711173742
NGC4275,184.969177,27.620890,0,0,0,2312,36.1,-22.60,0.09,2.5,1.24,95.2040962068
NGC4276,185.031235,7.691995,0,0,0,2618,38.9,-22.27,0.13,6.7,1.36,88.3544934768
NGC4289,185.259598,3.721960,0,0,0,2618,38.6,-23.05,0.09,5.7,1.08,89.0408805397
NGC4293,185.303711,18.382401,0,0,1,893,16.5,-23.62,0.17,0.2,1.83,208.093755535
NGC4300,185.422836,5.384774,0,0,0,2310,34.9,-23.19,0.09,1.0,1.32,98.4758287762
NGC4303,185.478958,4.473590,0,0,1,1566,16.5,-24.25,0.10,4.0,1.90,208.093755535
NGC4314,185.633240,29.895304,0,0,0,963,16.2,-23.50,0.11,1.0,1.59,211.937675033
NGC4343,185.911209,6.953936,0,0,1,1014,16.5,-22.13,0.09,3.0,1.21,208.093755535
NGC4355,186.727615,-0.877642,0,0,0,2179,32.9,-22.48,0.10,1.1,1.17,104.458622696
NGC4369,186.150848,39.382980,0,0,0,1045,19.7,-22.57,0.11,1.0,1.36,174.355259979
NGC4370,186.228882,7.444566,0,0,1,782,16.5,-21.79,0.10,0.8,1.27,208.093755535
NGC4378,186.325317,4.925024,0,0,0,2559,38.0,-24.39,0.07,1.0,1.32,90.4461455265
NGC4384,186.300049,54.506130,0,0,0,2513,39.6,-22.61,0.08,1.0,1.31,86.7933411944
NGC4385,186.428391,0.572589,0,0,0,2140,32.5,-22.79,0.11,-0.5,1.33,105.74346142
NGC4389,186.396240,45.684669,0,4,0,718,16.4,-21.95,0.06,4.1,1.52,209.359494348
NGC4394,186.481766,18.213926,0,0,1,922,16.5,-22.94,0.13,3.0,1.62,208.093755535
NGC4430,186.859924,6.262640,0,0,1,1451,16.5,-21.74,0.08,3.4,1.69,208.093755535
NGC4437,188.189941,0.115040,0,0,0,1128,17.3,-23.88,0.10,6.0,1.96,198.492812032
NGC4457,187.245880,3.570607,0,0,1,882,16.5,-23.32,0.09,0.4,1.32,208.093755535
NGC4490,187.651535,41.643631,0,2,0,565,6.9,-21.85,0.09,7.0,1.77,494.779248868
NGC4527,188.535400,2.653810,0,14,0,1736,14.1,-23.81,0.09,4.0,1.68,243.404271678
NGC4532,188.580536,6.467703,0,0,1,2012,16.5,-21.61,0.09,9.7,1.41,208.093755535
NGC4536,188.613037,2.187880,0,42,1,1808,14.9,-23.36,0.08,4.3,1.84,230.375780277
NGC4539,188.644836,18.202579,0,0,1,1397,16.5,-21.65,0.10,0.7,1.58,208.093755535
NGC4565,189.086685,25.987391,1,7,0,1230,17.0,-25.10,0.07,3.2,1.87,201.987639806
NGC4580,189.451660,5.368432,0,0,1,1034,16.5,-22.32,0.10,1.6,1.52,208.093755535
NGC4586,189.618484,4.319099,0,0,1,794,16.5,-22.63,0.16,0.9,1.64,208.093755535
NGC4631,190.533371,32.541512,0,3,0,606,7.1,-22.80,0.07,6.5,2.03,481.025584419
NGC4632,190.633469,-0.082540,0,0,0,1726,28.1,-22.98,0.10,5.1,1.48,122.2881363
NGC4642,190.824097,-0.644248,0,0,0,2644,38.7,-22.59,0.11,3.9,1.33,88.8109032337
NGC4653,190.962173,-0.561301,0,0,0,2631,38.6,-22.97,0.10,6.0,1.60,89.0408805397
NGC4666,191.286148,-0.461910,0,0,0,1529,26.4,-25.06,0.11,5.1,1.50,130.155455384
NGC4668,191.383333,-0.535833,0,0,0,1636,27.2,-21.60,0.11,7.5,1.35,126.330851331
NGC4689,191.939682,13.762688,0,0,1,1616,16.5,-23.13,0.10,4.7,1.98,208.093755535
NGC4698,192.095566,8.487244,0,0,1,1009,16.5,-23.53,0.11,1.4,1.61,208.093755535
NGC4746,192.980713,12.083027,0,0,1,1783,16.5,-21.60,0.16,3.0,1.22,208.093755535
NGC4808,193.953918,4.304094,0,0,1,759,16.5,-22.06,0.16,5.9,1.43,208.093755535
NGC4814,193.841431,58.343967,0,0,0,2517,39.8,-23.95,0.04,3.1,1.38,86.3573776729
NGC4826,194.182068,21.682659,1,2,0,408,7.3,-24.00,0.18,2.3,1.92,468.011273051
NGC4845,194.505173,1.575580,0,0,0,1232,23.2,-24.04,0.09,2.3,1.59,148.08707483
NGC4866,194.863083,14.171050,0,0,1,1988,16.5,-23.18,0.12,-0.1,1.48,208.093755535
NGC4880,195.043884,12.483369,0,0,1,1377,16.5,-22.02,0.14,-1.5,1.71,208.093755535
NGC5012,197.904404,22.915470,0,1,0,2619,39.1,-24.20,0.06,5.2,1.49,87.9027498056
NGC5016,198.027863,24.095051,0,0,0,2612,39.9,-23.29,0.06,4.4,1.39,86.1410338405
NGC5169,202.041809,46.672138,0,0,0,2436,38.5,-21.86,0.16,4.1,1.40,89.2720517297
NGC5194,202.469574,47.195259,0,8,0,463,7.6,-23.93,0.15,4.0,2.12,449.751458384
NGC5195,202.498291,47.266129,1,0,0,465,7.4,-23.12,0.15,0.7,1.80,461.763103321
NGC5289,206.286118,41.503304,0,0,0,2526,39.6,-23.25,0.04,2.0,1.03,86.7933411944
NGC5290,206.329712,41.712337,0,0,0,2573,40.2,-24.59,0.03,4.0,1.36,85.4984563509
NGC5297,206.598724,43.872040,0,0,0,2409,38.1,-24.02,0.06,4.9,1.54,90.2088631711
NGC5300,207.067017,3.950900,0,0,0,1171,20.0,-22.02,0.10,5.2,1.69,171.744313567
NGC5311,207.233582,39.985245,0,0,0,2698,41.8,-23.86,0.06,-0.1,1.25,82.227061068
NGC5313,207.434814,39.984604,0,0,0,2538,39.7,-24.18,0.04,3.0,1.37,86.5748107094
NGC5320,207.584915,41.366344,0,0,0,2619,40.8,-23.33,0.03,5.2,1.45,84.2416331463
NGC5326,207.711304,39.574913,0,0,0,2520,39.4,-24.10,0.07,1.0,1.22,87.2337279065
NGC5336,208.040604,43.242783,0,0,0,2336,37.1,-22.05,0.07,5.9,1.28,92.6392073879
NGC5346,208.257996,39.580524,0,0,0,2519,39.4,-21.81,0.06,5.8,1.35,87.2337279065
NGC5350,208.339935,40.363956,0,0,0,2321,36.8,-24.21,0.05,3.6,1.55,93.3940482804
NGC5362,208.722076,41.313534,0,0,0,2175,35.0,-22.74,0.03,3.3,1.39,98.194622497
NGC5363,209.030182,5.254700,0,0,0,1139,19.3,-24.51,0.12,0.4,1.58,177.962453399
NGC5364,209.050018,5.014460,0,2,0,1241,18.3,-23.52,0.12,4.0,1.91,187.668367277
NGC5372,208.691681,58.666393,0,0,0,1717,29.2,-21.69,0.04,0.0,0.98,117.685060066
NGC5383,209.270752,41.846001,0,0,0,2270,36.2,-24.26,0.03,3.1,1.65,94.9412353571
NGC5389,209.026520,59.741985,0,0,0,1842,30.9,-23.84,0.09,-0.5,1.32,111.215125372
NGC5425,210.198639,48.443840,0,0,0,2074,33.8,-21.68,0.08,6.6,1.36,101.678824112
NGC5443,210.549271,55.814037,0,0,0,1803,30.3,-23.37,0.06,3.0,1.49,113.41582291
NGC5448,210.708633,49.172646,0,1,0,2023,34.8,-23.92,0.06,1.4,1.72,98.7586498538
NGC5457,210.802429,54.348751,0,28,0,241,7.2,-23.77,0.04,6.0,2.50,474.429762178
NGC5480,211.589676,50.724998,0,0,0,1856,31.0,-23.00,0.08,4.9,1.50,110.85661596
NGC5506,213.312088,-3.207560,0,0,0,1853,28.6,-24.11,0.26,1.3,1.46,120.15198791
NGC5520,213.094910,50.348434,0,0,0,1877,31.2,-22.51,0.08,3.1,1.08,110.146484433
NGC5566,215.083115,3.933590,0,0,0,1507,24.8,-24.59,0.13,1.5,1.53,138.543767342
NGC5577,215.304626,3.435767,0,0,0,1489,24.5,-22.21,0.18,3.8,1.52,140.238351547
NGC5587,215.544739,13.917938,0,0,0,2303,35.4,-23.07,0.10,-0.1,1.27,97.0856719642
NGC5600,215.956421,14.638736,0,0,0,2319,35.7,-23.36,0.09,4.8,1.28,96.2702542537
NGC5604,216.178360,-3.212143,0,0,0,2748,40.1,-23.33,0.31,1.1,1.20,85.7115812202
NGC5633,216.868271,46.146549,0,0,0,2334,37.2,-23.27,0.07,3.2,1.23,92.3902973174
NGC5660,217.457504,49.622612,0,0,0,2328,37.2,-23.47,0.09,5.2,1.53,92.3902973174
NGC5665,218.107483,8.078453,0,0,0,2228,34.1,-23.19,0.11,5.0,1.47,100.784803751
NGC5666,218.288239,10.510788,0,0,0,2221,34.1,-22.50,0.12,0.0,0.98,100.784803751
NGC5673,217.878845,49.958813,0,0,0,2082,33.9,-21.58,0.09,5.2,1.35,101.3790607
NGC5676,218.195221,49.457809,0,0,0,2114,34.4,-24.78,0.12,4.7,1.57,99.9063634862
NGC5689,218.873627,48.741493,0,0,0,2160,35.0,-24.33,0.15,0.4,1.27,98.194622497
NGC5690,219.421143,2.290972,0,0,0,1753,27.6,-23.25,0.17,5.4,1.44,124.501581685
NGC5691,219.472244,-0.398871,0,0,0,1870,28.9,-22.34,0.16,1.2,1.31,118.905735177
NGC5693,219.046463,48.584530,0,0,0,2279,36.5,-21.74,0.16,6.9,1.44,94.1612882849
NGC5701,219.796005,5.363602,0,0,0,1505,24.6,-23.83,0.16,-0.4,1.63,139.668905342
NGC5713,220.048035,-0.289210,0,0,0,1899,29.2,-24.01,0.17,4.0,1.56,117.685060066
NGC5714,219.548096,46.638359,0,0,0,2237,35.9,-22.81,0.06,5.8,1.29,95.7342077332
NGC5719,220.234970,-0.318193,0,0,0,1733,27.1,-23.94,0.17,2.4,1.27,126.796594943
NGC5746,221.233353,1.954740,0,0,0,1724,27.1,-25.30,0.17,3.0,1.82,126.796594943
NGC5750,221.546265,-0.223054,0,0,0,1687,26.5,-23.69,0.19,0.4,1.52,129.664769294
NGC5768,223.033112,-2.529713,0,0,0,1962,29.8,-22.68,0.39,5.3,1.40,115.317357536
NGC5775,223.490219,3.544473,0,0,0,1681,26.6,-24.38,0.18,5.2,1.52,129.177767346
NGC5792,224.594620,-1.091080,0,0,0,1922,29.4,-24.65,0.25,3.0,1.63,116.885100391
NGC5806,225.001801,1.891267,0,1,0,1359,21.4,-23.22,0.22,3.2,1.50,160.525599362
NGC5879,227.444794,57.000210,0,0,0,772,15.9,-22.22,0.05,3.6,1.36,215.926087008
NGC5899,228.763550,42.049854,0,0,0,2562,40.1,-24.45,0.15,5.3,1.49,85.7115812202
NGC5900,228.770905,42.209854,0,0,0,2511,39.5,-23.56,0.11,3.0,1.05,87.012977456
NGC5907,228.973694,56.328850,0,0,0,667,14.2,-24.00,0.05,5.4,1.98,241.695819989
NGC5913,230.230988,-2.578036,0,0,0,2004,30.2,-23.37,0.94,1.0,1.40,113.791098193
NGC5930,231.533279,41.676090,0,0,0,2616,40.8,-24.13,0.10,2.3,1.44,84.2416331463
NGC5937,232.692230,-2.829532,0,0,0,2807,40.9,-24.08,0.77,3.1,1.35,84.0357455264
NGC5950,232.878433,40.430145,0,0,0,2597,40.5,-22.03,0.12,3.1,1.33,84.8653926841
NGC5953,233.635010,15.193833,0,0,0,1965,30.9,-23.31,0.21,0.2,1.20,111.215125372
NGC5954,233.645833,15.200000,0,0,0,1959,30.8,-22.46,0.21,6.0,1.29,111.575960325
NGC5956,233.743774,11.750359,0,0,0,1899,29.8,-22.52,0.21,5.9,1.16,115.317357536
NGC5957,233.846832,12.047511,0,0,0,1827,28.9,-22.82,0.19,3.0,1.50,118.905735177
NGC5962,234.131851,16.607893,0,0,0,1957,30.9,-23.93,0.23,5.1,1.45,111.215125372
NGC5970,234.624924,12.186608,0,1,0,1957,29.5,-23.55,0.18,5.0,1.43,116.489183455
NGC6168,247.838750,20.185000,0,0,0,2519,38.5,-22.31,0.27,8.1,1.22,89.2720517297
NGC6570,272.780396,14.093122,0,0,0,2281,34.7,-22.88,0.57,8.8,1.35,99.0430996754
NGC6574,272.963440,14.981723,0,0,0,2282,34.8,-24.36,0.76,4.0,1.23,98.7586498538
NGC7331,339.267090,34.415920,1,22,0,816,12.8,-24.54,0.40,3.9,1.79,268.029543683
NGC7448,345.014954,15.980365,0,2,0,2194,29.3,-23.34,0.24,5.0,1.38,117.283716698
NGC7537,348.643738,4.498339,0,2,0,2674,31.5,-22.31,0.29,3.6,1.15,109.098177867
NGC7541,348.682739,4.533899,0,5,0,2689,31.3,-24.15,0.29,4.7,1.48,109.79481837
NGC7731,355.371307,3.739953,0,0,0,2886,40.9,-22.44,0.23,1.0,1.14,84.0357455264
NGC7732,355.391052,3.724953,0,0,0,2907,41.2,-22.31,0.23,6.7,1.43,83.4240758426
NGC7750,356.657715,3.799756,0,0,0,2938,41.6,-23.06,0.22,5.5,1.33,82.6222316264
NGC7757,357.189667,4.171108,0,0,0,2956,41.9,-22.22,0.19,5.3,1.47,82.0308896726
NGC7798,359.856262,20.749886,0,0,0,2403,35.4,-23.40,0.29,5.4,1.27,97.0856719642
NGC7817,0.995411,20.752338,0,0,0,2309,34.1,-24.26,0.25,4.0,1.52,100.784803751
PGC012130,49.002201,-5.499255,0,0,0,2319,31.7,-22.21,0.31,2.1,1.38,108.410318986
PGC016048,72.093872,-3.366546,0,0,0,2804,38.4,-22.06,0.24,0.0,1.22,89.5044261224
PGC026857,141.978348,44.506252,0,0,0,2670,40.6,-21.52,0.10,0.0,1.09,84.656449223
PGC039691,184.910721,28.495340,0,0,0,2401,37.3,-21.53,0.11,0.0,0.76,92.1427209243
PGC047559,202.907074,46.150974,0,0,0,2635,41.1,-22.32,0.07,0.0,1.14,83.6269741598
PGC049002,207.188080,41.709625,0,0,0,2695,41.8,-21.69,0.04,0.0,0.91,82.227061068
PGC049142,207.672974,40.279335,0,0,0,2318,36.8,-21.52,0.03,0.0,1.05,93.3940482804
PGC051697,217.097168,-3.604455,0,0,0,2768,40.3,-22.13,0.39,2.7,1.27,85.2863885208
PGC054944,230.833893,-4.151604,0,0,0,2009,30.2,-22.27,0.49,1.6,1.39,113.791098193
UGC00903,20.449139,17.592384,0,0,0,2518,36.4,-23.43,0.43,3.9,1.04,94.4198432462
UGC01020,21.683321,17.264484,0,0,0,2589,37.3,-21.80,0.69,1.7,1.26,92.1427209243
UGC03751,108.474602,23.080128,0,0,0,2295,33.6,-22.12,0.24,4.9,1.24,102.28369914
UGC04306,124.403191,35.445976,0,0,0,2400,36.1,-22.48,0.30,1.5,0.97,95.2040962068
UGC04375,125.796989,22.664581,0,0,0,2061,30.8,-22.95,0.20,5.3,1.57,111.575960325
UGC04550,130.816666,13.085848,0,0,0,2067,30.3,-21.55,0.21,3.2,1.17,113.41582291
UGC04559,131.031708,30.119106,0,0,0,2085,31.7,-22.49,0.27,2.1,1.14,108.410318986
UGC04982,140.762833,44.554878,0,0,0,2658,40.4,-22.21,0.09,8.0,1.15,85.0753698871
UGC05049,142.230713,49.238419,0,0,0,2723,41.6,-22.24,0.06,5.9,1.16,82.6222316264
UGC05228,146.515213,1.668322,0,0,0,1872,27.6,-22.09,0.71,5.0,1.40,124.501581685
UGC05459,152.041962,53.083481,0,0,0,1112,20.2,-21.88,0.03,5.2,1.51,170.046660978
UGC05897,161.922653,11.077123,0,0,0,2718,39.8,-22.75,0.13,5.2,1.56,86.3573776729
UGC06023,163.586914,27.239655,0,0,0,1334,23.3,-21.62,0.09,6.6,1.37,147.452288891
UGC06545,173.433333,32.633611,0,0,0,2619,40.0,-22.36,0.12,3.3,1.20,85.9257710499
UGC08040,193.681351,58.776520,0,0,0,2515,39.8,-21.92,0.04,4.2,0.99,86.3573776729
UGC08603,204.140350,44.599228,0,0,0,2601,40.6,-22.12,0.07,2.0,0.87,84.656449223
UGC08684,205.566315,60.776775,0,0,0,2195,35.6,-22.08,0.08,6.0,1.39,96.5405343628
UGC09858,231.672836,40.564400,0,0,0,2621,40.9,-23.14,0.07,4.0,1.24,84.0357455264
